date,aqi,pm25,pm10,co,o3,no2,so2,temperature,humidity,holiday,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,new_confirmed
2020-02-25,67.33333333333333,34.0,12.0,3.7,10.2,7.4,0.6,25.2,82.0,1,-34.0,-25.0,17.0,-46.0,-66.0,14.0,1
2020-02-26,50.0,25.0,10.0,4.6,5.3,11.5,1.6,22.0,95.0,1,-23.0,-7.0,-39.0,-19.0,-15.0,7.0,0
2020-02-27,42.0,21.0,10.0,2.8,12.6,8.7,0.6,17.7,92.0,1,-6.0,9.0,-12.0,5.0,10.0,1.0,0
2020-02-28,50.0,25.0,16.0,2.8,8.6,11.0,1.1,18.3,84.3,1,-2.0,7.0,-7.0,7.0,14.0,0.0,1
2020-02-29,59.166666666666664,30.0,10.0,3.7,9.0,8.7,0.6,20.0,92.5,1,7.0,13.0,13.0,6.0,6.0,2.0,0
2020-03-01,34.0,17.0,6.0,2.8,13.0,4.2,0.6,18.8,89.5,1,0.0,11.0,14.0,-2.0,0.0,4.0,0
2020-03-02,50.0,25.0,10.0,2.8,11.8,7.8,0.6,20.2,85.2,0,-4.0,1.0,-18.0,10.0,15.0,-1.0,0
2020-03-03,42.0,21.0,9.0,3.7,11.0,9.2,0.6,18.1,89.5,0,-3.0,4.0,-11.0,8.0,12.0,-1.0,0
2020-03-04,67.33333333333333,34.0,15.0,2.8,9.4,10.1,1.1,23.4,69.5,0,-1.0,5.0,-2.0,10.0,14.0,-2.0,1
2020-03-05,67.33333333333333,34.0,17.0,2.8,8.6,9.6,0.6,19.4,75.5,0,5.0,12.0,9.0,14.0,15.0,-2.0,3
2020-03-06,75.5,38.0,20.0,2.8,11.4,9.2,1.1,19.6,72.8,0,10.0,15.0,24.0,17.0,19.0,-3.0,0
2020-03-07,83.66666666666666,42.0,20.0,2.8,14.3,7.4,1.1,20.5,71.5,0,16.0,20.0,19.0,16.0,8.0,-1.0,6
2020-03-08,83.66666666666666,42.0,18.0,2.8,12.6,7.8,1.1,19.5,81.0,0,6.0,13.0,26.0,6.0,2.0,1.0,3
2020-03-09,100.0,50.0,20.0,2.8,15.5,11.5,1.6,22.2,75.5,0,3.0,9.0,2.0,14.0,16.0,-2.0,0
2020-03-10,109.16666666666667,55.0,24.0,2.8,19.1,11.5,1.1,22.5,76.0,0,3.0,6.0,-1.0,11.0,15.0,-2.0,3
2020-03-11,113.25,57.0,27.0,2.8,18.3,11.0,1.1,21.6,79.6,0,2.0,6.0,6.0,12.0,14.0,-2.0,11
2020-03-12,113.25,57.0,27.0,2.8,17.1,12.8,1.1,21.8,81.0,0,3.0,12.0,10.0,13.0,14.0,-2.0,15
2020-03-13,139.79166666666666,70.0,32.0,3.7,25.6,14.7,1.1,22.6,78.7,0,1.0,12.0,14.0,11.0,16.0,-2.0,0
2020-03-14,135.70833333333331,68.0,30.0,3.7,27.7,9.6,1.1,22.2,82.0,0,-2.0,15.0,7.0,2.0,6.0,1.0,18
2020-03-15,109.16666666666667,55.0,21.0,3.7,19.9,8.3,0.6,23.6,73.0,0,-14.0,13.0,21.0,-7.0,0.0,2.0,0
2020-03-16,83.66666666666666,42.0,20.0,3.7,16.3,13.8,1.1,24.0,68.0,0,-15.0,9.0,-15.0,-8.0,3.0,3.0,83
2020-03-17,83.66666666666666,42.0,16.0,3.7,17.1,12.4,0.6,21.9,82.0,0,-24.0,10.0,-27.0,-21.0,-6.0,7.0,11
2020-03-18,121.41666666666666,61.0,25.0,3.7,20.8,16.5,1.1,22.9,83.0,0,-31.0,13.0,-24.0,-27.0,-13.0,9.0,58
2020-03-19,129.58333333333334,65.0,28.0,4.6,14.7,18.8,1.1,25.0,80.6,0,-36.0,16.0,-31.0,-34.0,-21.0,12.0,45
2020-03-20,67.33333333333333,34.0,13.0,3.7,13.0,13.8,0.6,21.8,82.6,0,-54.0,4.0,-35.0,-42.0,-29.0,17.0,47
2020-03-21,75.5,38.0,13.0,2.8,17.5,6.4,0.6,20.0,82.0,0,-68.0,-11.0,-66.0,-52.0,-35.0,18.0,0
2020-03-22,59.166666666666664,30.0,11.0,1.9,16.7,4.2,0.6,19.4,77.0,0,-73.0,-26.0,-67.0,-59.0,-35.0,17.0,0
2020-03-23,50.0,25.0,12.0,1.9,15.1,6.0,1.1,19.0,75.2,0,-68.0,-21.0,-62.0,-61.0,-50.0,23.0,0
2020-03-24,50.0,25.0,12.0,1.9,13.9,6.0,1.1,19.0,77.0,0,-75.0,-30.0,-67.0,-67.0,-58.0,27.0,0
2020-03-25,59.166666666666664,30.0,14.0,1.9,13.5,6.9,1.1,18.0,77.7,0,-75.0,-28.0,-64.0,-66.0,-60.0,28.0,416
2020-03-26,75.5,38.0,18.0,2.8,13.5,8.7,1.1,18.8,77.0,0,-74.0,-25.0,-60.0,-66.0,-59.0,27.0,177
2020-03-27,91.83333333333333,46.0,18.0,2.8,15.9,7.8,1.1,20.0,77.0,0,-73.0,-24.0,-56.0,-64.0,-57.0,28.0,145
2020-03-28,105.08333333333333,53.0,20.0,2.8,15.5,7.8,1.1,21.1,77.0,0,-74.0,-24.0,-63.0,-61.0,-47.0,20.0,0
2020-03-29,105.08333333333333,53.0,18.0,2.8,15.5,6.0,1.1,21.0,85.3,0,-76.0,-38.0,-69.0,-64.0,-41.0,18.0,0
2020-03-30,100.0,50.0,17.0,2.8,15.5,7.4,0.6,20.5,84.0,0,-70.0,-28.0,-60.0,-64.0,-57.0,25.0,189
2020-03-31,105.08333333333333,53.0,19.0,2.8,11.8,8.3,0.6,20.4,82.0,0,-69.0,-23.0,-61.0,-64.0,-58.0,25.0,652
2020-04-01,100.0,50.0,18.0,2.8,14.3,8.3,1.1,21.0,82.0,0,-68.0,-20.0,-55.0,-63.0,-57.0,26.0,533
2020-04-02,91.83333333333333,46.0,20.0,3.7,14.7,9.2,0.6,23.0,71.6,0,-69.0,-19.0,-54.0,-63.0,-58.0,26.0,397
2020-04-03,105.08333333333333,53.0,23.0,3.7,18.7,11.5,0.6,22.0,71.3,0,-72.0,-18.0,-54.0,-61.0,-55.0,27.0,387
2020-04-04,75.5,38.0,20.0,1.9,17.5,6.0,0.6,19.0,80.5,0,-71.0,-13.0,-58.0,-56.0,-43.0,19.0,294
2020-04-05,83.66666666666666,42.0,19.0,2.8,16.7,6.0,1.1,18.3,82.0,0,-73.0,-26.0,-57.0,-57.0,-36.0,16.0,116
2020-04-06,117.33333333333333,59.0,28.0,3.7,17.1,11.9,1.1,23.0,74.0,0,-69.0,-18.0,-55.0,-59.0,-53.0,24.0,142
2020-04-07,105.08333333333333,53.0,19.0,2.8,20.8,7.8,0.6,19.7,87.7,0,-68.0,-14.0,-60.0,-60.0,-55.0,24.0,504
2020-04-08,42.0,21.0,9.0,1.9,15.5,6.9,0.6,17.7,87.0,0,-67.0,-8.0,-57.0,-59.0,-54.0,24.0,689
2020-04-09,67.33333333333333,34.0,17.0,1.9,17.5,6.4,0.6,16.1,81.0,0,-62.0,12.0,-48.0,-56.0,-53.0,22.0,530
2020-04-10,75.5,38.0,18.0,1.9,21.6,6.4,1.1,17.0,77.0,1,-80.0,-29.0,-63.0,-75.0,-78.0,33.0,505
2020-04-11,75.5,38.0,16.0,1.9,19.5,4.6,0.6,17.7,80.6,1,-68.0,-10.0,-63.0,-56.0,-44.0,19.0,149
2020-04-12,59.166666666666664,30.0,11.0,1.9,17.9,3.7,0.6,17.2,77.6,1,-73.0,-24.0,-63.0,-57.0,-33.0,15.0,221
2020-04-13,83.66666666666666,42.0,18.0,2.8,15.1,8.3,1.1,17.4,82.0,1,-69.0,-24.0,-57.0,-60.0,-53.0,23.0,66
2020-04-14,109.16666666666667,55.0,23.0,3.7,11.4,11.9,1.1,19.1,77.7,1,-69.0,-25.0,-60.0,-62.0,-54.0,25.0,287
2020-04-15,83.66666666666666,42.0,20.0,3.7,11.8,12.4,1.1,20.0,71.5,1,-68.0,-20.0,-54.0,-60.0,-53.0,25.0,1059
2020-04-16,117.33333333333333,59.0,26.0,3.7,18.3,13.3,1.1,18.0,82.0,0,-67.0,-16.0,-51.0,-60.0,-53.0,24.0,144
2020-04-17,75.5,38.0,17.0,1.9,19.5,7.4,0.6,17.0,81.3,0,-68.0,-16.0,-50.0,-58.0,-51.0,25.0,836
2020-04-18,75.5,38.0,14.0,1.9,15.1,5.1,0.6,17.0,82.0,0,-67.0,-13.0,-58.0,-54.0,-37.0,18.0,684
2020-04-19,59.166666666666664,30.0,10.0,1.9,14.7,4.2,1.1,18.3,80.0,0,-71.0,-23.0,-55.0,-56.0,-32.0,16.0,240
2020-04-20,67.33333333333333,34.0,14.0,2.8,15.1,7.4,1.1,18.3,80.3,0,-65.0,-16.0,-55.0,-61.0,-58.0,24.0,147
2020-04-21,91.83333333333333,46.0,18.0,2.8,17.1,6.4,0.6,18.1,79.5,1,-76.0,-35.0,-61.0,-75.0,-76.0,30.0,527
2020-04-22,113.25,57.0,22.0,2.8,17.9,9.6,1.1,18.0,82.0,1,-66.0,-18.0,-52.0,-58.0,-50.0,23.0,349
2020-04-23,109.16666666666667,55.0,21.0,2.8,19.5,8.7,1.1,18.6,82.0,1,-66.0,-14.0,-49.0,-58.0,-50.0,23.0,534
2020-04-24,121.41666666666666,61.0,23.0,2.8,15.9,10.6,1.1,19.4,82.0,1,-66.0,-17.0,-46.0,-56.0,-48.0,24.0,575
2020-04-25,129.58333333333334,65.0,29.0,3.7,17.9,10.6,1.1,20.0,75.7,1,-66.0,-13.0,-52.0,-52.0,-34.0,17.0,1298
2020-04-26,147.95833333333331,74.0,32.0,3.7,25.6,9.6,1.1,20.0,68.0,1,-70.0,-23.0,-54.0,-55.0,-29.0,15.0,415
2020-04-27,100.0,50.0,19.0,1.9,20.8,6.9,1.1,18.3,82.0,0,-66.0,-22.0,-53.0,-58.0,-48.0,22.0,476
2020-04-28,83.66666666666666,42.0,18.0,2.8,13.5,11.0,1.1,19.0,77.0,0,-65.0,-20.0,-52.0,-58.0,-49.0,23.0,1408
2020-04-29,117.33333333333333,59.0,29.0,4.6,13.9,13.8,1.1,20.0,68.0,0,-65.0,-17.0,-48.0,-57.0,-48.0,23.0,1241
2020-04-30,169.0,85.0,51.0,7.3,13.0,25.6,1.1,21.0,63.0,0,-60.0,0.0,-43.0,-54.0,-48.0,20.0,1511
2020-05-01,159.0,80.0,40.0,5.5,14.7,13.8,0.6,20.0,82.0,1,-76.0,-25.0,-55.0,-72.0,-73.0,31.0,938
2020-05-02,61.02272727272727,76.0,37.0,5.5,18.7,9.2,0.6,19.0,85.5,1,-67.0,-11.0,-60.0,-55.0,-37.0,18.0,407
2020-05-03,50.0,25.0,14.0,1.9,19.9,3.2,1.1,16.2,76.0,1,-70.0,-22.0,-57.0,-56.0,-28.0,15.0,328
2020-05-04,75.5,38.0,19.0,2.8,15.1,9.2,1.1,17.0,80.7,1,-65.0,-17.0,-52.0,-56.0,-47.0,21.0,251
2020-05-05,129.58333333333334,65.0,37.0,4.6,14.7,16.0,1.1,20.0,56.0,1,-64.0,-13.0,-51.0,-57.0,-48.0,22.0,1067
2020-05-06,135.70833333333331,68.0,43.0,5.5,12.6,17.9,1.6,18.0,63.0,1,-65.0,-14.0,-53.0,-56.0,-48.0,23.0,2047
2020-05-07,42.0,21.0,13.0,1.9,14.3,6.9,0.6,14.0,86.0,0,-63.0,-3.0,-54.0,-56.0,-49.0,23.0,1086
2020-05-08,50.0,25.0,11.0,2.8,13.0,8.7,0.6,15.0,82.0,0,-62.0,1.0,-45.0,-52.0,-45.0,23.0,1094
2020-05-09,67.33333333333333,34.0,15.0,2.8,11.8,8.3,1.1,15.5,77.0,0,-59.0,9.0,-52.0,-45.0,-30.0,16.0,1420
2020-05-10,105.08333333333333,53.0,20.0,3.7,12.6,7.8,1.1,17.0,72.0,0,-64.0,-5.0,-57.0,-49.0,-15.0,13.0,520
2020-05-11,117.33333333333333,59.0,29.0,4.6,8.6,13.3,1.1,18.8,63.0,0,-68.0,-22.0,-55.0,-55.0,-48.0,23.0,464
2020-05-12,155.0,78.0,46.0,7.3,12.6,22.0,1.1,18.5,63.2,0,-66.0,-19.0,-54.0,-55.0,-49.0,23.0,911
2020-05-13,143.875,72.0,46.0,5.5,8.6,22.4,1.6,20.0,63.0,0,-66.0,-20.0,-52.0,-55.0,-49.0,24.0,1720
2020-05-14,109.16666666666667,55.0,20.0,3.7,9.8,12.8,0.6,17.7,86.0,0,-66.0,-18.0,-55.0,-56.0,-49.0,24.0,1471
2020-05-15,42.0,21.0,10.0,2.8,13.0,8.7,0.6,15.5,87.0,0,-66.0,-14.0,-51.0,-54.0,-47.0,25.0,2119
2020-05-16,91.83333333333333,46.0,17.0,2.8,11.4,9.2,0.6,16.1,83.6,0,-65.0,-10.0,-55.0,-48.0,-30.0,18.0,1437
2020-05-17,143.875,72.0,26.0,5.5,13.0,14.7,1.1,15.8,87.0,0,-69.0,-20.0,-54.0,-53.0,-22.0,16.0,502
2020-05-18,147.95833333333331,74.0,30.0,5.5,15.9,16.5,1.6,16.0,87.2,0,-63.0,-19.0,-52.0,-56.0,-46.0,22.0,257
2020-05-19,117.33333333333333,59.0,23.0,3.7,14.7,10.1,1.1,18.0,84.0,0,-61.0,-13.0,-51.0,-56.0,-46.0,22.0,1452
2020-05-20,117.33333333333333,59.0,25.0,3.7,13.0,12.4,1.1,18.0,84.6,0,-67.0,-16.0,-51.0,-63.0,-57.0,26.0,1826
2020-05-21,117.33333333333333,59.0,28.0,4.6,9.8,14.2,1.1,19.5,71.1,0,-67.0,-12.0,-51.0,-63.0,-59.0,26.0,1985
2020-05-22,125.5,63.0,35.0,4.6,9.8,14.7,1.1,22.2,62.5,0,-64.0,-9.0,-44.0,-55.0,-49.0,24.0,1522
2020-05-23,67.33333333333333,34.0,14.0,2.8,10.6,6.0,0.6,20.0,81.7,0,-66.0,-11.0,-62.0,-52.0,-30.0,18.0,1914
2020-05-24,42.0,21.0,9.0,1.9,13.5,4.6,0.6,13.3,76.0,0,-70.0,-20.0,-61.0,-56.0,-23.0,16.0,640
2020-05-25,50.0,25.0,12.0,1.9,16.7,6.0,0.6,14.1,60.4,0,-69.0,-21.0,-59.0,-66.0,-62.0,27.0,677
2020-05-26,75.5,38.0,20.0,3.7,15.1,12.4,1.1,13.8,62.0,0,-62.0,-13.0,-52.0,-55.0,-44.0,21.0,1350
2020-05-27,105.08333333333333,53.0,24.0,2.8,12.2,15.6,1.1,13.0,66.7,0,-62.0,-11.0,-47.0,-54.0,-45.0,22.0,1710
2020-05-28,100.0,50.0,21.0,3.7,11.4,14.2,1.6,13.0,82.7,0,-61.0,-7.0,-46.0,-54.0,-45.0,22.0,3455
2020-05-29,147.95833333333331,74.0,40.0,5.5,7.0,23.4,1.6,15.0,85.5,0,-60.0,-3.0,-39.0,-51.0,-41.0,21.0,3022
2020-05-30,216.66666666666666,109.0,57.0,12.7,8.6,25.2,1.6,16.0,71.0,0,-59.0,2.0,-48.0,-44.0,-21.0,14.0,2878
2020-05-31,193.0,97.0,50.0,9.1,12.2,20.6,1.1,17.2,58.0,0,-65.0,-10.0,-45.0,-49.0,-12.0,12.0,1512
2020-06-01,169.0,85.0,46.0,6.4,17.5,22.4,1.6,17.5,59.1,0,-60.0,-10.0,-48.0,-52.0,-42.0,19.0,995
2020-06-02,61.02272727272727,76.0,32.0,5.5,7.4,17.9,1.1,16.2,89.7,0,-63.0,-15.0,-59.0,-55.0,-44.0,22.0,3317
2020-06-03,135.70833333333331,68.0,27.0,5.5,8.6,14.7,1.1,17.0,89.0,0,-61.0,-8.0,-49.0,-52.0,-43.0,22.0,2334
2020-06-04,83.66666666666666,42.0,16.0,3.7,11.0,11.5,1.1,18.0,89.0,0,-60.0,-5.0,-46.0,-52.0,-43.0,22.0,2570
2020-06-05,129.58333333333334,65.0,26.0,6.4,7.8,16.0,1.1,18.6,89.0,0,-57.0,3.0,-40.0,-47.0,-39.0,21.0,2106
2020-06-06,129.58333333333334,65.0,30.0,5.5,9.0,14.2,1.1,19.3,82.0,0,-56.0,8.0,-50.0,-40.0,-19.0,14.0,2408
2020-06-07,67.33333333333333,34.0,14.0,3.7,10.2,8.3,0.6,19.5,82.0,0,-63.0,-5.0,-45.0,-46.0,-11.0,13.0,935
2020-06-08,105.08333333333333,53.0,21.0,5.5,7.4,14.7,1.1,20.0,83.2,0,-57.0,-6.0,-46.0,-49.0,-40.0,20.0,903
2020-06-09,125.5,63.0,32.0,7.3,7.0,18.3,1.1,20.3,82.0,0,-58.0,-8.0,-50.0,-51.0,-41.0,21.0,2327
2020-06-10,109.16666666666667,55.0,28.0,6.4,6.5,19.2,1.1,21.7,73.7,0,-55.0,-4.0,-40.0,-48.0,-40.0,20.0,2431
2020-06-11,113.25,57.0,32.0,5.5,12.2,16.5,1.1,22.4,64.0,1,-50.0,1.0,-37.0,-50.0,-45.0,21.0,2619
2020-06-12,159.0,80.0,44.0,10.0,5.7,27.9,1.6,21.7,66.8,1,-49.0,7.0,-30.0,-45.0,-38.0,20.0,2546
2020-06-13,163.0,82.0,44.0,9.1,9.8,19.2,1.1,20.9,69.0,1,-52.0,-1.0,-40.0,-39.0,-15.0,13.0,2403
2020-06-14,34.0,17.0,8.0,1.9,16.3,3.7,0.6,16.0,92.2,1,-64.0,-17.0,-62.0,-51.0,-13.0,14.0,3173
2020-06-15,42.0,21.0,10.0,2.8,12.6,8.7,0.6,16.6,87.0,1,-53.0,-11.0,-47.0,-48.0,-38.0,19.0,2250
2020-06-16,75.5,38.0,17.0,3.7,11.4,10.6,1.1,17.2,83.5,1,-53.0,-10.0,-45.0,-49.0,-39.0,20.0,4228
2020-06-17,83.66666666666666,42.0,20.0,2.8,11.8,11.9,1.1,18.0,74.2,0,-53.0,-8.0,-39.0,-47.0,-39.0,20.0,456
2020-06-18,100.0,50.0,23.0,4.6,7.8,15.1,1.1,18.1,67.0,0,-52.0,-4.0,-36.0,-47.0,-39.0,20.0,398
2020-06-19,117.33333333333333,59.0,34.0,6.4,7.8,21.1,1.6,19.3,64.2,0,-52.0,-2.0,-30.0,-44.0,-35.0,19.0,6877
2020-06-20,121.41666666666666,61.0,34.0,6.4,9.8,20.2,1.1,20.0,63.2,0,-49.0,4.0,-37.0,-36.0,-12.0,12.0,184
2020-06-21,139.79166666666666,70.0,37.0,10.0,7.4,15.1,1.1,20.5,64.7,0,-58.0,-8.0,-37.0,-44.0,-4.0,12.0,949
2020-06-22,91.09090909090908,76.0,44.0,8.2,11.8,21.5,1.6,19.6,63.5,0,-52.0,-11.0,-42.0,-47.0,-38.0,19.0,1191
2020-06-23,139.79166666666666,70.0,38.0,7.3,6.1,24.7,1.6,19.0,61.5,0,-52.0,-9.0,-41.0,-47.0,-39.0,19.0,2483
2020-06-24,117.33333333333333,59.0,35.0,5.5,8.6,23.8,1.1,19.2,53.7,0,-52.0,-8.0,-37.0,-46.0,-37.0,20.0,3047
2020-06-25,129.58333333333334,65.0,45.0,5.5,11.0,22.0,1.1,22.5,60.2,0,-52.0,-2.0,-34.0,-45.0,-38.0,19.0,4050
2020-06-26,50.0,25.0,12.0,3.7,9.4,13.3,0.6,17.0,89.0,0,-55.0,-4.0,-42.0,-46.0,-36.0,20.0,3852
2020-06-27,34.0,17.0,6.0,2.8,11.4,11.5,0.6,14.4,94.4,0,-59.0,-9.0,-64.0,-49.0,-21.0,17.0,1596
2020-06-28,34.0,17.0,6.0,1.9,14.3,5.5,0.6,13.8,92.0,0,-61.0,-10.0,-57.0,-49.0,-10.0,14.0,1346
2020-06-29,75.5,38.0,15.0,3.7,9.8,16.5,1.1,15.0,87.5,0,-50.0,-7.0,-44.0,-46.0,-36.0,19.0,907
2020-06-30,75.5,38.0,27.0,3.7,12.6,13.3,1.1,21.1,59.2,0,-48.0,2.0,-42.0,-45.0,-36.0,18.0,2107
2020-07-01,67.33333333333333,34.0,20.0,2.8,13.0,11.5,0.6,18.1,63.7,0,-49.0,2.0,-40.0,-45.0,-37.0,19.0,2209
2020-07-02,109.16666666666667,55.0,25.0,3.7,9.8,16.5,1.1,12.7,81.9,0,-46.0,9.0,-36.0,-43.0,-36.0,18.0,5656
2020-07-03,113.25,57.0,24.0,3.7,13.5,13.8,1.1,13.0,82.0,0,-47.0,8.0,-32.0,-41.0,-33.0,19.0,2090
2020-07-04,105.08333333333333,53.0,24.0,3.7,15.5,13.3,1.1,15.0,78.3,0,-41.0,17.0,-36.0,-31.0,-10.0,11.0,688
2020-07-05,135.70833333333331,68.0,33.0,5.5,11.0,14.7,0.6,18.8,76.2,0,-53.0,2.0,-35.0,-41.0,-3.0,11.0,2109
2020-07-06,135.70833333333331,68.0,33.0,4.6,15.5,17.9,1.1,18.8,75.9,0,-43.0,1.0,-40.0,-42.0,-35.0,17.0,360
2020-07-07,125.5,63.0,31.0,4.6,15.1,16.5,1.1,19.8,71.7,0,-41.0,7.0,-36.0,-41.0,-36.0,17.0,2271
2020-07-08,109.16666666666667,55.0,37.0,3.7,19.5,13.8,1.1,21.9,48.9,0,-42.0,6.0,-30.0,-40.0,-34.0,16.0,2071
2020-07-09,109.16666666666667,55.0,26.0,3.7,12.6,14.2,1.1,18.8,75.2,0,-41.0,8.0,-33.0,-41.0,-37.0,17.0,2166
2020-07-10,129.58333333333334,65.0,33.0,5.5,8.2,20.2,2.1,17.2,77.2,0,-42.0,10.0,-24.0,-37.0,-32.0,16.0,2692
2020-07-11,135.70833333333331,68.0,34.0,5.5,9.0,14.2,1.1,18.6,76.2,0,-38.0,12.0,-33.0,-28.0,-8.0,10.0,1934
2020-07-12,139.79166666666666,70.0,35.0,5.5,13.0,17.0,1.1,21.0,62.0,0,-49.0,0.0,-27.0,-37.0,-2.0,9.0,1441
2020-07-13,139.79166666666666,70.0,41.0,7.3,11.0,25.6,1.1,22.0,60.0,0,-43.0,-3.0,-29.0,-41.0,-34.0,16.0,1207
2020-07-14,59.166666666666664,30.0,12.0,3.7,11.4,11.5,0.6,16.6,87.0,0,-45.0,-4.0,-42.0,-43.0,-36.0,18.0,4789
2020-07-15,67.33333333333333,34.0,13.0,2.8,13.0,10.1,1.1,13.8,88.0,0,-44.0,-1.0,-41.0,-43.0,-34.0,18.0,1524
2020-07-16,91.83333333333333,46.0,20.0,4.6,11.8,13.8,1.1,15.5,85.8,0,-41.0,6.0,-33.0,-41.0,-34.0,17.0,1916
2020-07-17,71.04545454545455,76.0,39.0,6.4,7.0,22.0,1.1,16.6,88.5,0,-42.0,5.0,-23.0,-38.0,-31.0,17.0,1382
2020-07-18,155.0,78.0,39.0,6.4,8.2,19.2,1.1,18.0,82.5,0,-37.0,10.0,-32.0,-29.0,-7.0,11.0,1470
2020-07-19,135.70833333333331,68.0,30.0,4.6,12.2,11.0,1.1,18.0,73.7,0,-47.0,0.0,-24.0,-37.0,-2.0,10.0,979
2020-07-20,135.70833333333331,68.0,39.0,8.2,4.5,21.5,1.1,18.0,64.2,0,-41.0,2.0,-27.0,-40.0,-31.0,16.0,275
2020-07-21,143.875,72.0,43.0,8.2,6.5,24.3,1.6,19.0,62.8,0,-41.0,2.0,-27.0,-40.0,-32.0,17.0,1453
2020-07-22,169.0,85.0,50.0,8.2,14.3,27.5,1.6,19.4,62.3,0,-42.0,2.0,-22.0,-39.0,-32.0,17.0,3318
2020-07-23,169.0,85.0,46.0,6.4,17.1,27.5,1.6,19.0,65.0,0,-40.0,7.0,-19.0,-38.0,-32.0,17.0,2591
2020-07-24,71.04545454545455,76.0,42.0,6.4,9.8,27.5,1.6,19.6,63.0,0,-41.0,7.0,-10.0,-35.0,-29.0,16.0,2480
2020-07-25,125.5,63.0,38.0,5.5,18.7,17.9,1.1,19.2,52.9,0,-37.0,11.0,-23.0,-26.0,-7.0,10.0,2925
2020-07-26,75.5,38.0,15.0,2.8,17.9,5.5,0.6,16.3,84.7,0,-49.0,-2.0,-35.0,-38.0,-4.0,10.0,662
2020-07-27,113.25,57.0,28.0,5.5,9.8,17.9,1.1,19.0,72.0,0,-41.0,0.0,-24.0,-39.0,-32.0,16.0,2250
2020-07-28,135.70833333333331,68.0,44.0,7.3,9.4,21.5,1.1,20.6,62.1,0,-41.0,1.0,-24.0,-40.0,-33.0,16.0,3681
2020-07-29,42.0,21.0,10.0,2.8,17.1,8.3,0.6,15.0,87.0,0,-44.0,-2.0,-39.0,-41.0,-33.0,18.0,3119
2020-07-30,34.0,17.0,8.0,2.8,14.7,9.6,0.6,14.0,90.9,0,-42.0,5.0,-39.0,-41.0,-34.0,17.0,4857
2020-07-31,50.0,25.0,11.0,2.8,14.3,9.2,0.6,15.0,86.5,0,-39.0,12.0,-20.0,-36.0,-29.0,16.0,3876
2020-08-01,105.08333333333333,53.0,20.0,2.8,15.1,9.6,1.1,15.6,84.0,0,-32.0,19.0,-31.0,-26.0,-7.0,10.0,2114
2020-08-02,109.16666666666667,55.0,20.0,2.8,19.1,7.8,1.1,16.0,83.0,0,-43.0,6.0,-23.0,-35.0,-2.0,9.0,770
2020-08-03,125.5,63.0,29.0,3.7,13.0,16.5,1.6,15.2,82.4,0,-38.0,4.0,-26.0,-38.0,-31.0,16.0,261
2020-08-04,135.70833333333331,68.0,30.0,3.7,14.3,18.3,1.6,14.8,85.5,0,-37.0,5.0,-26.0,-38.0,-32.0,16.0,2574
2020-08-05,125.5,63.0,29.0,3.7,15.5,16.0,1.6,14.8,87.0,0,-37.0,9.0,-21.0,-37.0,-31.0,16.0,2823
2020-08-06,143.875,72.0,34.0,4.6,10.6,21.1,1.6,15.0,82.0,0,-32.0,18.0,-14.0,-34.0,-31.0,15.0,3457
2020-08-07,143.875,72.0,35.0,5.5,13.0,21.1,1.1,15.0,82.0,0,-31.0,20.0,-5.0,-30.0,-27.0,14.0,1910
2020-08-08,173.0,87.0,41.0,6.4,12.6,20.2,1.6,16.4,82.0,0,-26.0,26.0,-22.0,-19.0,-4.0,8.0,2038
